Tipo;Numero;Nome;Umidade;Energia kcal;Energia kJ;Proteína;Lipídeos;Colesterol;Carboidrato;Fibra Alimentar;Cinzas;Cálcio;Magnésio;Número do;Manganês;Fósforo;Ferro;Sódio;Potássio;Cobre;Zinco;Retinol;RE;RAE ;Tiamina;Riboflavina;Piridoxina;Niacina;Vitamina C
Verduras, hortaliças e derivados;134;Maxixe, cru;95,1;14;58;1,4;0,1;NA;2,7;2,2;0,7;21;10;134;0,07;25;0,4;11;328;0,02;0,2;NA;6;3;0,06;0,02;0,04;Tr;9,6
Verduras, hortaliças e derivados;135;Mostarda, folha, crua;93,4;18;76;2,1;0,2;NA;3,2;1,9;1,1;68;16;135;0,14;58;1,1;3;364;0,05;0,3;NA;;;0,05;0,04;0,05;Tr;38,6
Verduras, hortaliças e derivados;136;Nhoque, batata, cozido;55,0;181;756;5,9;1,9;15;36,8;1,8;0,5;11;18;136;0,30;68;1,6;7;164;0,10;0,5;15;;;0,08;Tr;0,04;Tr;Tr
Verduras, hortaliças e derivados;137;Nabo, cru;93,8;18;76;1,2;0,1;NA;4,1;2,6;0,8;42;15;137;4,42;17;0,2;2;280;0,02;0,2;NA;;;0,07;Tr;0,03;Tr;9,6
Verduras, hortaliças e derivados;138;Palmito, juçara, em conserva;91,4;23;97;1,8;0,4;NA;4,3;3,2;2,1;58;34;138;10,82;40;0,3;514;244;0,23;0,7;NA;;;0,06;0,04;Tr;Tr;2,0
Verduras, hortaliças e derivados;139;Palmito, pupunha, em conserva;89,4;29;123;2,5;0,5;NA;5,5;2,6;2,1;32;25;139;0,14;55;0,2;563;206;0,08;0,4;NA;;;0,03;Tr;Tr;Tr;8,7
Verduras, hortaliças e derivados;140;Pão, de queijo, assado;33,7;363;1519;5,1;24,6;68;34,2;0,6;2,3;102;8;140;0,03;94;0,3;773;93;0,01;0,6;61;;;0,04;0,10;0,04;Tr; 
Verduras, hortaliças e derivados;141;Pão, de queijo, cru;41,8;295;1232;3,6;14,0;63;38,5;1,0;2,0;88;7;141;Tr;79;0,3;405;58;Tr;0,4;48;;;Tr;0,08;Tr;Tr; 
Verduras, hortaliças e derivados;142;Pepino, cru;96,8;10;40;0,9;Tr;NA;2,0;1,1;0,3;10;9;142;0,08;12;0,1;Tr;154;0,04;0,1;NA;4;2;Tr;0,03;Tr;Tr;5,0
Verduras, hortaliças e derivados;143;Pimentão, amarelo, cru;91,9;28;117;1,2;0,4;NA;6,0;1,9;0,5;10;11;143;0,08;22;0,4;Tr;221;0,04;0,2;NA;40;20;0,04;0,03;0,06;Tr;201,4
Verduras, hortaliças e derivados;144;Pimentão, verde, cru;93,5;21;89;1,1;0,2;NA;4,9;2,6;0,4;9;8;144;0,14;17;0,4;Tr;174;0,07;0,1;NA;46;23;Tr;Tr;Tr;Tr;100,2
Verduras, hortaliças e derivados;145;Pimentão, vermelho, cru;92,9;23;97;1,0;0,1;NA;5,5;1,6;0,4;6;11;145;0,06;20;0,3;Tr;211;0,04;0,2;NA;86;43;0,05;0,06;0,02;Tr;158,2
Verduras, hortaliças e derivados;146;Polvilho, doce;12,6;351;1470;0,4;Tr;NA;86,8;0,2;0,2;27;4;146;0,09;8;0,5;2;38;Tr;Tr;NA;;;Tr;Tr;Tr;Tr;Tr
Verduras, hortaliças e derivados;147;Quiabo, cru;90,6;30;125;1,9;0,3;NA;6,4;4,6;0,8;112;50;147;0,46;56;0,4;1;249;0,17;0,6;NA;49;25;0,10;Tr;0,03;Tr;5,6
Verduras, hortaliças e derivados;148;Rabanete, cru;95,1;14;57;1,4;0,1;NA;2,7;2,2;0,7;21;10;148;0,07;25;0,4;11;328;0,02;0,2;NA;;;0,06;0,02;0,04;Tr;9,6
Verduras, hortaliças e derivados;149;Repolho, branco, cru;94,7;17;72;0,9;0,1;NA;3,9;1,9;0,4;35;9;149;0,13;14;0,2;4;150;0,02;0,2;NA;6;3;Tr;0,03;0,06;Tr;18,7
Verduras, hortaliças e derivados;150;Repolho, roxo, cru;90,1;31;129;1,9;0,1;NA;7,2;2,0;0,7;44;18;150;0,25;58;0,5;2;328;0,90;0,3;NA;;;0,07;Tr;0,09;Tr;43,2
Verduras, hortaliças e derivados;151;Repolho, roxo, refogado;88,7;42;175;1,8;1,2;NA;7,6;1,8;0,7;43;17;151;0,26;59;0,5;3;321;0,02;0,3;NA;;;0,07;Tr;0,07;0,63;40,5
Verduras, hortaliças e derivados;152;Rúcula, crua;94,8;13;55;1,8;0,1;NA;2,2;1,7;1,1;117;18;152;0,24;25;0,9;9;233;0,04;0,2;NA;533;266;0,04;Tr;Tr;0,35;46,3
Verduras, hortaliças e derivados;153;Salsa, crua;88,7;33;140;3,3;0,6;NA;5,7;1,9;1,8;179;21;153;1,88;49;3,2;2;711;0,20;1,3;NA;1743;872;0,12;0,15;0,47;0,72;51,7
Verduras, hortaliças e derivados;154;Seleta de legumes, enlatada;82,1;57;237;3,4;0,4;NA;12,7;3,1;1,4;16;16;154;0,13;49;1,1;398;122;0,08;0,5;NA;244;122;0,03;Tr;Tr;3,72;Tr
Verduras, hortaliças e derivados;155;Serralha, crua;90,2;30;127;2,7;0,7;NA;4,9;3,5;1,4;126;30;155;0,23;48;1,3;19;265;0,20;1,3;NA;1134;567;Tr;0,11;0,08;Tr;1,5
Verduras, hortaliças e derivados;156;Taioba, crua;89,2;34;143;2,9;0,9;NA;5,4;4,5;1,5;141;38;156;0,66;53;1,9;1;290;0,16;0,6;NA;1160;580;Tr;0,10;0,10;Tr;17,9
Verduras, hortaliças e derivados;157;Tomate, com semente, cru;95,1;15;64;1,1;0,2;NA;3,1;1,2;0,5;7;11;157;0,07;20;0,2;1;222;0,04;0,1;NA;54;27;0,12;Tr;0,02;Tr;21,2
Verduras, hortaliças e derivados;158;Tomate, extrato;79,7;61;255;2,4;0,2;NA;15,0;2,8;2,8;29;29;158;0,18;47;2,1;498;680;0,20;0,4;NA;166;83;Tr;Tr;0,11;2,42;18,0
Verduras, hortaliças e derivados;159;Tomate, molho industrializado;88,1;38;161;1,4;0,9;NA;7,7;3,1;1,9;12;17;159;0,08;27;1,6;418;388;0,08;0,1;NA;76;38;Tr;Tr;0,06;Tr;2,7
Verduras, hortaliças e derivados;160;Tomate, purê;90,8;28;117;1,4;Tr;NA;6,9;1,0;1,0;13;15;160; ;30;1,3;104;308;0,09;0,3;NA;90;45;Tr;Tr;0,07;1,18;5,4
Verduras, hortaliças e derivados;161;Tomate, salada;93,6;21;86;0,8;Tr;NA;5,1;2,3;0,4;7;10;161;0,04;23;0,3;5;161;0,07;0,2;NA;;;0,06;0,04;0,05;Tr;12,8
Verduras, hortaliças e derivados;162;Vagem, crua;92,2;25;104;1,8;0,2;NA;5,3;2,4;0,5;41;18;162;0,50;28;0,4;Tr;208;0,06;0,3;NA;32;16;Tr;0,08;Tr;Tr;1,2
